Path,power_state_value,current_rise/fall_time_value (mS),current_stabilised_value (mA),current_max/min_value (mA)
ON_3_20190523_143041_085.BMP,1,46.17,155.0,606.1875
ON_5_20190523_143410_085.BMP,1,51.31,150.0,599.875
ON_7_20190523_143804_085.BMP,1,44.31,140.0,578.4063
ON_9_20190523_144133_085.BMP,1,46.18,140.0,581.2188
ON_11_20190523_144500_085.BMP,1,51.33,140.0,580.4688
ON_1_20181207_032720_049.BMP,1,52.67,70.0,607.5782
ON_3_20181207_033030_049.BMP,1,75.28,68.3,589.9532
ON_1_20181105_175914_082.BMP,1,56.65,148.6,401.3125
ON_3_20181105_180138_082.BMP,1,56.51,149.0,401.3125
ON_5_20181105_180402_082.BMP,1,56.39,149.3,401.3125
ON_7_20181105_180641_082.BMP,1,37.01,141.9,401.3125
ON_9_20181105_180905_082.BMP,1,36.89,140.5,401.3125
ON_11_20181105_181129_082.BMP,1,36.78,141.9,401.3125
ON_1_20181110_104128_076.BMP,1,36.86,188.9,401.3125
ON_3_20181110_104406_076.BMP,1,36.72,188.3,401.3125
ON_5_20181110_104644_076.BMP,1,36.62,188.2,401.3125
ON_7_20181110_104935_076.BMP,1,36.92,181.0,401.3125
ON_9_20181110_105209_076.BMP,1,36.79,181.2,401.3125
ON_11_20181110_105442_076.BMP,1,36.72,181.7,401.3125
ON_1_20181123_204451_040.BMP,1,66.72,130.0,581.9219
ON_3_20181123_204732_040.BMP,1,66.54,130.0,585.7969
ON_5_20181123_205013_040.BMP,1,66.45,130.0,584.1563
ON_7_20181123_205314_040.BMP,1,46.6,122.8,566.7657
ON_9_20181123_205555_040.BMP,1,47.46,120.3,565.875
ON_11_20181123_205837_040.BMP,1,52.32,120.3,566.6563
ON_1_20181102_125535_078.BMP,1,37.06,160.7,401.3125
ON_3_20181102_125807_078.BMP,1,36.9,160.1,401.3125
ON_5_20181102_130040_078.BMP,1,36.86,160.2,401.3125
ON_7_20181102_130326_078.BMP,1,37.12,159.5,401.3125
ON_9_20181102_130557_078.BMP,1,36.93,159.6,401.3125
ON_11_20181102_130828_078.BMP,1,36.76,159.9,401.3125
ON_1_20181207_095838_047.BMP,1,52.51,60.1,602.4375
ON_3_20181207_100153_047.BMP,1,52.07,60.0,586.1094
ON_1_20181122_202029_065.BMP,1,47.28,143.2,401.3125
ON_3_20181122_202341_065.BMP,1,66.27,140.0,401.3125
ON_1_20181207_104648_091.BMP,1,52.33,170.4,627.6563
ON_3_20181207_104956_091.BMP,1,52.01,170.0,612.8125
ON_1_20181126_124327_062.BMP,1,89.54,10.4,469.125
ON_3_20181126_124640_062.BMP,1,52.13,113.4,633.1719
ON_1_20181205_081154_054.BMP,1,-9.06,-49.8,-44.2656
ON_3_20181205_081502_054.BMP,1,-9.06,-50.0,-45.0313
ON_1_20181205_081913_053.BMP,1,-9.06,-200.0,-202.6406
ON_3_20181205_082227_053.BMP,1,-9.06,-200.0,-202.6406
ON_1_20181112_201756_098.BMP,1,56.49,160.0,401.3125
ON_3_20181112_202051_098.BMP,1,36.69,157.1,401.3125
ON_1_20181125_160448_038.BMP,1,52.53,120.2,658.3282
ON_3_20181125_160732_038.BMP,1,52.27,120.0,654.4063
ON_5_20181125_161017_038.BMP,1,52.41,120.0,652.0157
ON_7_20181125_161322_038.BMP,1,52.14,110.0,632.4063
ON_9_20181125_161608_038.BMP,1,51.97,110.0,632.8438
ON_11_20181125_161854_038.BMP,1,52.42,110.0,631.3125
ON_1_20181214_080050_007.BMP,1,52.08,120.0,554.0
ON_3_20181214_080333_007.BMP,1,51.85,120.0,556.4844
ON_5_20181214_080616_007.BMP,1,52.53,120.0,557.4844
ON_7_20181214_080919_007.BMP,1,51.69,120.0,539.7657
ON_9_20181214_081202_007.BMP,1,51.49,120.0,538.9532
ON_11_20181214_081445_007.BMP,1,52.33,120.0,541.4063
ON_1_20181125_165657_036.BMP,1,51.0,110.6,561.1407
ON_3_20181125_165943_036.BMP,1,52.02,115.7,653.3125
ON_1_20181214_080050_031.BMP,1,52.08,120.0,554.0
ON_3_20181214_080333_031.BMP,1,51.85,120.0,556.4844
ON_5_20181214_080616_031.BMP,1,52.53,120.0,557.4844
ON_7_20181214_080919_031.BMP,1,51.69,120.0,539.7657
ON_9_20181214_081202_031.BMP,1,51.49,120.0,538.9532
ON_11_20181214_081445_031.BMP,1,52.33,120.0,541.4063
ON_1_20181205_084136_052.BMP,1,49.36,70.0,472.9688
ON_3_20181205_084451_052.BMP,1,49.17,70.0,456.6563
ON_1_20181112_102311_099.BMP,1,36.83,162.0,401.3125
ON_3_20181112_102608_099.BMP,1,36.65,160.1,401.3125
ON_1_20181204_175538_055.BMP,1,48.6,69.6,730.4844
ON_3_20181204_175852_055.BMP,1,48.44,60.5,708.6094
ON_1_20181126_114347_063.BMP,1,53.79,-63.1,394.625
ON_3_20181126_114659_063.BMP,1,52.13,-130.0,310.1094
ON_1_20181125_175944_064.BMP,1,51.08,110.0,646.3438
ON_3_20181125_180255_064.BMP,1,50.75,110.0,627.3125
ON_1_20190408_141145_030.BMP,1,90.0,-2560.0,0.0
ON_3_20190408_141510_030.BMP,1,90.0,-2560.0,0.0
ON_5_20190408_141833_030.BMP,1,90.0,-2560.0,0.0
ON_7_20190408_142219_030.BMP,1,90.0,-2560.0,0.0
ON_9_20190408_142542_030.BMP,1,90.0,-2560.0,6.2031
ON_1_20181129_201422_008.BMP,1,53.33,123.3,668.1719
ON_3_20181129_201711_008.BMP,1,52.91,126.9,669.1407
ON_5_20181129_201959_008.BMP,1,53.125,129.8,732.0782
ON_7_20181129_202306_008.BMP,1,52.29,120.9,652.8282
ON_9_20181129_202554_008.BMP,1,52.17,122.4,654.0469
ON_11_20181129_202842_008.BMP,1,52.43,120.9,710.0
ON_1_20181125_163651_037.BMP,1,51.17,120.0,653.9844
ON_3_20181125_163938_037.BMP,1,50.99,120.0,653.2032
ON_5_20181125_164224_037.BMP,1,52.4,120.0,650.375
ON_7_20181125_164530_037.BMP,1,50.86,110.0,634.125
ON_9_20181125_164815_037.BMP,1,50.71,110.0,631.1719
ON_11_20181125_165102_037.BMP,1,52.4,110.0,629.8282
ON_1_20181125_125945_039.BMP,1,85.81,-10.0,-11.4063
ON_3_20181125_130225_039.BMP,1,87.09,-10.0,-10.4063
ON_5_20181125_130506_039.BMP,1,78.81,-10.0,-10.0781
ON_7_20181125_130806_039.BMP,1,89.35,-11.6,-10.4531
ON_9_20181125_131047_039.BMP,1,87.2,-10.0,-11.3438
ON_11_20181125_131328_039.BMP,1,55.24,-10.0,-10.9219
ON_1_20181125_160448_006.BMP,1,52.53,120.2,658.3282
ON_3_20181125_160732_006.BMP,1,52.27,120.0,654.4063
ON_5_20181125_161017_006.BMP,1,52.41,130.0,662.0157
ON_7_20181125_161322_006.BMP,1,52.14,120.0,642.4063
ON_9_20181125_161608_006.BMP,1,51.97,120.0,642.8438
ON_11_20181125_161854_006.BMP,1,52.42,120.0,641.3125
ON_1_20181110_122711_100.BMP,1,36.78,190.0,401.3125
ON_3_20181110_123005_100.BMP,1,36.83,186.1,401.3125
ON_1_20181110_095843_101.BMP,1,36.67,188.0,401.3125
ON_3_20181110_100150_101.BMP,1,36.71,180.8,401.3125
ON_1_20181206_142710_089.BMP,1,55.22,180.0,687.2344
ON_3_20181206_143215_089.BMP,1,54.43,187.3,680.0625
ON_1_20181122_173957_042.BMP,1,90.0,-100.0,-37.4375
ON_3_20181122_174242_042.BMP,1,66.86,149.8,401.3125
ON_5_20181122_174527_042.BMP,1,66.72,149.5,401.3125
ON_7_20181122_174832_042.BMP,1,66.42,140.0,401.3125
ON_9_20181122_175118_042.BMP,1,47.43,140.0,401.3125
ON_11_20181122_175403_042.BMP,1,52.32,140.0,401.3125
ON_1_20181214_114806_045.BMP,1,50.66,139.7,674.6094
ON_3_20181214_115115_045.BMP,1,50.37,135.1,659.0782
ON_1_20190524_141427_087.BMP,1,46.17,145.0,590.4063
ON_1_20181113_211614_074.BMP,1,36.92,160.0,401.3125
ON_3_20181113_211849_074.BMP,1,56.54,160.0,401.3125
ON_5_20181113_212125_074.BMP,1,56.42,160.0,401.3125
ON_7_20181113_212420_074.BMP,1,37.05,158.8,401.3125
ON_9_20181113_212655_074.BMP,1,36.85,159.4,401.3125
ON_11_20181113_212931_074.BMP,1,36.78,159.3,401.3125
ON_1_20181031_175744_080.BMP,1,89.99,140.0,405.9922
ON_3_20181031_180017_080.BMP,1,89.91,150.0,405.9922
ON_5_20181031_180249_080.BMP,1,89.78,150.0,405.9922
ON_7_20181031_181141_080.BMP,1,89.95,140.0,405.9922
ON_9_20181031_181631_080.BMP,1,89.98,150.0,405.9922
ON_11_20181031_181905_080.BMP,1,89.98,140.0,405.9922
ON_1_20181214_114806_020.BMP,1,50.66,139.7,674.6094
ON_3_20181214_115115_020.BMP,1,50.37,135.1,659.0782
ON_1_20190425_141841_027.BMP,1,49.34,155.0,648.0313
ON_3_20190425_142208_027.BMP,1,49.13,150.0,649.2032
ON_5_20190425_142534_027.BMP,1,51.42,140.0,639.8282
ON_7_20190425_142923_027.BMP,1,49.09,130.0,612.7969
ON_9_20190425_143249_027.BMP,1,48.93,130.0,609.7344
ON_11_20190425_143616_027.BMP,1,51.41,125.0,610.0782
ON_1_20181204_175538_018.BMP,1,48.6,129.6,730.4844
ON_3_20181204_175852_018.BMP,1,48.44,120.5,708.6094
ON_1_20181206_143633_011.BMP,1,55.2,140.0,700.8907
ON_3_20181206_143940_011.BMP,1,54.4,139.9,683.2344
ON_1_20181206_143348_016.BMP,1,54.26,130.0,644.375
ON_3_20181206_143704_016.BMP,1,53.885,126.2,623.7657
ON_1_20190408_155022_029.BMP,1,49.44,135.0,620.5782
ON_3_20190408_155345_029.BMP,1,49.1,135.0,619.7969
ON_5_20190408_155707_029.BMP,1,51.42,130.0,627.7657
ON_7_20190408_160052_029.BMP,1,49.14,120.0,596.8438
ON_9_20190408_160415_029.BMP,1,48.97,120.0,599.1875
ON_11_20190408_160737_029.BMP,1,51.42,120.0,604.9063
ON_1_20181112_184250_075.BMP,1,36.82,154.1,401.3125
ON_3_20181112_184522_075.BMP,1,36.72,154.6,401.3125
ON_5_20181112_184753_075.BMP,1,36.68,156.0,401.3125
ON_7_20181112_185044_075.BMP,1,36.98,150.1,401.3125
ON_9_20181112_185316_075.BMP,1,36.98,150.3,401.3125
ON_11_20181112_185547_075.BMP,1,36.81,150.6,401.3125
ON_1_20181116_205748_072.BMP,1,37.11,162.0,401.3125
ON_3_20181116_210025_072.BMP,1,36.93,161.9,401.3125
ON_5_20181116_210302_072.BMP,1,36.87,160.6,401.3125
ON_7_20181116_210557_072.BMP,1,56.95,160.0,401.3125
ON_9_20181116_210835_072.BMP,1,36.84,160.0,401.3125
ON_11_20181116_211111_072.BMP,1,36.79,160.0,401.3125
ON_1_20190403_195034_086.BMP,1,45.38,105.0,583.8282
ON_3_20190403_195343_086.BMP,1,46.33,105.0,582.2188
ON_5_20190403_195652_086.BMP,1,51.37,105.0,577.5313
ON_7_20190403_200023_086.BMP,1,44.46,100.0,561.8438
ON_9_20190403_200332_086.BMP,1,46.3,100.0,562.625
ON_11_20190403_200641_086.BMP,1,51.35,100.0,562.1094
ON_1_20181214_194019_044.BMP,1,51.9,140.1,589.8125
ON_3_20181214_194327_044.BMP,1,51.55,140.0,569.875
ON_1_20181206_143633_088.BMP,1,55.2,190.0,700.8907
ON_3_20181206_143940_088.BMP,1,54.4,189.9,683.2344
ON_1_20190313_165145_043.BMP,1,90.0,-2560.0,0.0
ON_3_20190313_165528_043.BMP,1,90.0,-2560.0,0.0
ON_1_20181207_095838_017.BMP,1,52.51,120.1,602.4375
ON_3_20181207_100153_017.BMP,1,52.07,120.0,586.1094
ON_1_20190424_192248_028.BMP,1,49.75,250.0,748.2188
ON_3_20190424_192609_028.BMP,1,49.55,250.0,748.3125
ON_5_20190424_192929_028.BMP,1,51.28,250.0,746.7188
ON_7_20190424_193313_028.BMP,1,49.33,245.0,729.9375
ON_9_20190424_193633_028.BMP,1,49.15,245.0,731.0938
ON_11_20190424_193954_028.BMP,1,51.28,250.0,729.4844
ON_1_20181129_201422_010.BMP,1,52.833,123.3,668.1719
ON_3_20181129_201711_010.BMP,1,52.917,126.9,669.1407
ON_5_20181129_201959_010.BMP,1,52.292,129.8,732.0782
ON_7_20181129_202306_010.BMP,1,52.29,120.9,652.8282
ON_9_20181129_202554_010.BMP,1,52.17,122.4,654.0469
ON_11_20181129_202842_010.BMP,1,52.43,120.9,710.0
ON_1_20190425_215524_026.BMP,1,51.08,135.0,654.2969
ON_3_20190425_215844_026.BMP,1,50.87,135.0,656.9688
ON_5_20190425_220204_026.BMP,1,51.51,135.0,656.5157
ON_7_20190425_220547_026.BMP,1,50.64,130.0,633.3125
ON_9_20190425_220907_026.BMP,1,50.46,130.0,637.9375
ON_11_20190425_221227_026.BMP,1,51.51,130.0,635.9532
ON_1_20181126_130830_019.BMP,1,52.4,130.0,668.3907
ON_3_20181126_131137_019.BMP,1,52.13,121.8,640.7813
ON_1_20190514_132112_021.BMP,1,90.0,-2560.0,0.0
ON_3_20190514_132440_021.BMP,1,90.0,-2560.0,0.0
ON_5_20190514_132808_021.BMP,1,90.0,-2560.0,0.0
ON_7_20190514_133200_021.BMP,1,90.0,-2560.0,0.0
ON_9_20190514_133529_021.BMP,1,90.0,-2560.0,0.0
ON_11_20190514_133857_021.BMP,1,90.0,-2560.0,0.0
ON_1_20190509_172117_003.BMP,1,47.91,165.0,621.5625
ON_3_20190509_172445_003.BMP,1,47.31,155.0,683.9532
ON_5_20190509_172813_003.BMP,1,51.22,140.0,669.3282
ON_7_20190509_173204_003.BMP,1,47.1,125.0,572.7344
ON_9_20190509_173532_003.BMP,1,46.81,115.0,639.6875
ON_11_20190509_173900_003.BMP,1,51.2,110.0,638.4063
ON_1_20181213_141334_004.BMP,1,51.05,130.0,665.6563
ON_3_20181213_141622_004.BMP,1,50.86,130.0,662.9844
ON_5_20181213_141910_004.BMP,1,52.4,129.3,733.7188
ON_7_20181213_142217_004.BMP,1,50.75,120.0,641.4219
ON_9_20181213_142504_004.BMP,1,50.58,120.0,640.6094
ON_11_20181213_142752_004.BMP,1,52.4,120.0,709.9063
ON_1_20181213_141334_032.BMP,1,51.05,130.0,665.6563
ON_3_20181213_141622_032.BMP,1,50.86,130.0,662.9844
ON_5_20181213_141910_032.BMP,1,52.4,129.3,733.7188
ON_7_20181213_142217_032.BMP,1,50.75,120.0,641.4219
ON_9_20181213_142504_032.BMP,1,50.58,120.0,640.6094
ON_11_20181213_142752_032.BMP,1,52.4,120.0,709.9063
ON_1_20181126_093729_061.BMP,1,89.99,-9.1,-3.2656
ON_3_20181126_094036_061.BMP,1,90.0,-9.8,-3.875
ON_1_20190524_214338_066.BMP,1,44.49,145.0,620.8594
ON_3_20190524_214700_066.BMP,1,46.19,145.0,619.2969
ON_5_20190524_215022_066.BMP,1,51.35,145.0,613.7657
ON_7_20190524_215408_066.BMP,1,44.47,140.0,598.0625
ON_9_20190524_215730_066.BMP,1,46.31,140.0,600.6094
ON_11_20190524_220052_066.BMP,1,50.71,140.0,596.0469
ON_1_20181207_093147_092.BMP,1,52.19,180.0,626.3907
ON_3_20181207_093453_092.BMP,1,51.88,170.0,610.4219
ON_1_20181126_110026_059.BMP,1,52.75,-99.5,363.3594
ON_3_20181126_110339_059.BMP,1,52.23,-170.0,279.7813
ON_1_20181206_143348_050.BMP,1,54.26,80.0,644.375
ON_3_20181206_143704_050.BMP,1,79.59,76.2,623.7657
ON_1_20181126_130830_057.BMP,1,52.4,120.0,658.3907
ON_3_20181126_131137_057.BMP,1,52.13,111.8,630.7813
ON_1_20190524_184239_068.BMP,1,44.43,145.0,607.8594
ON_3_20190524_184607_068.BMP,1,46.19,145.0,609.0
ON_5_20190524_184935_068.BMP,1,51.34,140.0,606.1094
ON_7_20190524_185328_068.BMP,1,44.44,140.0,589.4219
ON_9_20190524_185656_068.BMP,1,46.3,140.0,592.8125
ON_11_20190524_190023_068.BMP,1,51.35,140.0,590.8282
ON_1_20181129_201422_034.BMP,1,79.06,63.3,608.1719
ON_3_20181129_201711_034.BMP,1,77.55,66.9,609.1407
ON_5_20181129_201959_034.BMP,1,74.58,69.8,672.0782
ON_7_20181129_202306_034.BMP,1,52.29,60.9,592.8282
ON_9_20181129_202554_034.BMP,1,52.17,62.4,594.0469
ON_11_20181129_202842_034.BMP,1,52.43,60.9,650.0
ON_1_20181213_094220_033.BMP,1,48.42,0.0,8.7656
ON_3_20181213_094503_033.BMP,1,48.24,0.0,8.5469
ON_5_20181213_094746_033.BMP,1,48.1,0.0,8.3594
ON_7_20181213_095048_033.BMP,1,48.08,0.0,8.6875
ON_9_20181213_095330_033.BMP,1,47.9,0.0,8.4844
ON_11_20181213_095613_033.BMP,1,47.78,0.0,8.6875
ON_1_20181129_183910_005.BMP,1,52.45,130.0,711.2344
ON_3_20181129_184152_005.BMP,1,52.27,130.0,711.8438
ON_5_20181129_184434_005.BMP,1,52.37,129.3,706.4219
ON_7_20181129_184735_005.BMP,1,52.15,120.0,697.0157
ON_9_20181129_185017_005.BMP,1,51.97,120.0,689.3282
ON_11_20181129_185259_005.BMP,1,52.26,120.0,688.5938
ON_1_20181204_074650_056.BMP,1,73.84,59.8,719.5938
ON_3_20181204_075413_056.BMP,1,77.02,50.4,696.3907
ON_1_20190524_143310_069.BMP,1,54.62,145.0,596.5938
ON_3_20190524_143638_069.BMP,1,46.18,145.0,600.4532
ON_5_20190524_144006_069.BMP,1,51.2,145.0,600.5469
ON_7_20190524_144359_069.BMP,1,44.49,140.0,579.9219
ON_9_20190524_144727_069.BMP,1,46.19,140.0,582.8125
ON_11_20190524_145054_069.BMP,1,51.33,140.0,580.0313
ON_1_20181206_140149_051.BMP,1,54.35,-60.0,502.9844
ON_3_20181206_140503_051.BMP,1,53.99,-60.0,489.0625
ON_1_20181207_005100_093.BMP,1,52.51,170.4,630.75
ON_3_20181207_005401_093.BMP,1,52.17,170.0,612.2969
ON_1_20190524_204856_067.BMP,1,44.51,145.0,620.8125
ON_3_20190524_205218_067.BMP,1,46.2,145.0,618.3282
ON_5_20190524_205540_067.BMP,1,51.35,145.0,615.8282
ON_7_20190524_205926_067.BMP,1,44.4,140.0,597.8907
ON_9_20190524_210248_067.BMP,1,46.29,140.0,595.5938
ON_11_20190524_210610_067.BMP,1,51.35,140.0,596.5782
ON_1_20181126_112218_058.BMP,1,52.51,-140.0,318.9219
ON_3_20181126_112530_058.BMP,1,52.16,-180.0,264.4531
ON_1_20181126_103714_060.BMP,1,90.0,-1.3,-2.0156
ON_3_20181126_104026_060.BMP,1,90.0,-4.3,-2.375
ON_1_20181116_230306_094.BMP,1,36.98,160.0,401.3125
ON_3_20181116_230608_094.BMP,1,37.13,159.9,401.3125
ON_1_20181105_201724_115.BMP,1,36.78,146.9,401.3125
ON_3_20181105_202008_115.BMP,1,36.79,141.7,401.3125
ON_1_20181117_171348_114.BMP,1,56.84,160.0,401.3125
ON_3_20181117_171650_114.BMP,1,36.93,155.2,401.3125
ON_1_20181113_232117_113.BMP,1,36.9,163.5,401.3125
ON_3_20181113_232417_113.BMP,1,36.75,160.1,401.3125

